mof name, num atoms with OMS, all metal atoms with open site(s)
VECZEI_clean.cif, no open metal sites detected
VECZEK_clean.cif, 12, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12
VEDDIT_charged.cif, 2, Zn1 Zn2
VEDFAN_clean.cif, no open metal sites detected
VEDFIV_clean.cif, no open metal sites detected
VEDFOB_clean.cif, no open metal sites detected
VEDFUH_clean.cif, no open metal sites detected
VEDGAO_clean.cif, no open metal sites detected
VEDGES_clean.cif, no open metal sites detected
VEDGIW_clean.cif, no open metal sites detected
VEFJOG_charged.cif, 4, Ag1 Ag2 Ag3 Ag4
VEFLUP_clean.cif, 2, Co1 Co2
VEFMAW_charged.cif, no open metal sites detected
VEGBUG_clean.cif, 24, Zr13 Zr14 Zr15 Zr16 Zr17 Zr18 Zr19 Zr20 Zr21 Zr22 Zr23 Zr24 Zr25 Zr26 Zr27 Zr28 Zr29 Zr30 Zr31 Zr32 Zr33 Zr34 Zr35 Zr36
VEGCAN_clean.cif, 24, Hf13 Hf14 Hf15 Hf16 Hf17 Hf18 Hf19 Hf20 Hf21 Hf22 Hf23 Hf24 Hf25 Hf26 Hf27 Hf28 Hf29 Hf30 Hf31 Hf32 Hf33 Hf34 Hf35 Hf36
VEGMIE01_charged.cif, no open metal sites detected
VEGMIE_charged.cif, no open metal sites detected
VEGMOK01_charged.cif, no open metal sites detected
VEGMOK02_charged.cif, 4, Zn1 Zn2 Zn3 Zn4
VEGMOK03_charged.cif, 4, Zn1 Zn2 Zn3 Zn4
VEGMOK04_charged.cif, 4, Zn1 Zn2 Zn3 Zn4
VEGMOK_charged.cif, no open metal sites detected
VEGXIQ01_clean.cif, 4, Mn2 Mn4 Mn6 Mn8
VEGXIQ_clean.cif, 4, Mn2 Mn4 Mn6 Mn8
VEGXOW_clean.cif, 4, Co2 Co4 Co6 Co8
VEGXUC_clean.cif, 12, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12
VEHJID01_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
VEHJOJ_clean.cif, 22, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22
VEHJUP_clean.cif, 22, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22
VEHKAW_charged.cif, no open metal sites detected
VEHKIE_SL.cif, 18, Zn1 Zn20 Zn39 Zn58 Zn77 Zn96 Zn115 Zn134 Zn153 Zn172 Zn191 Zn210 Zn245 Zn246 Zn247 Zn248 Zn249 Zn250
VEHKOK_charged.cif, 12, Zn3 Zn7 Zn11 Zn15 Zn19 Zn23 Zn27 Zn31 Zn33 Zn34 Zn35 Zn36
VEHLAW_clean.cif, no open metal sites detected
VEHLEA01_clean.cif, no open metal sites detected
VEHLEA02_clean.cif, no open metal sites detected
VEHLEA_clean.cif, no open metal sites detected
VEHLIE_clean.cif, no open metal sites detected
VEHNAZ_charged.cif, 4, Co5 Co6 Co11 Co12
VEHNED_clean.cif, 16, Na2 Na4 Na6 Na8 Na10 Na12 Na14 Na16 Na18 Na20 Na22 Na24 Ni1 Ni2 Ni3 Ni4
VEHPUU_clean.cif, no open metal sites detected
VEHRIL_clean.cif, 6, Sm1 Sm2 Sm3 Sm5 Sm6 Sm7
VEHROR_charged.cif, no open metal sites detected
VEHXEN_clean.cif, no open metal sites detected
VEHYUE_clean.cif, 16, Rb1 Rb2 Rb3 Rb4 Rb5 Rb6 Rb7 Rb8 Rb9 Rb10 Rb11 Rb12 Rb13 Rb14 Rb15 Rb16
VEJHEZ_clean.cif, 76, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24 Zn25 Zn26 Zn27 Zn28 Zn29 Zn30 Zn31 Zn32 Zn33 Zn34 Zn35 Zn36 Zn37 Zn38 Zn39 Zn40 Zn41 Zn42 Zn43 Zn44 Zn45 Zn46 Zn47 Zn48 Zn49 Zn50 Zn51 Zn52 Zn53 Zn54 Zn55 Zn56 Zn57 Zn58 Zn59 Zn60 Zn61 Zn62 Zn63 Zn64 Zn65 Zn66 Zn67 Zn68 Zn69 Zn70 Zn71 Zn72 Zn73 Zn74 Zn75 Zn76
VEJHID_clean.cif, 11, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd10 Cd12 Cd14
VEJYIT01_clean.cif, no open metal sites detected
VEJYIT_clean.cif, no open metal sites detected
VEJYOZ_clean.cif, no open metal sites detected
VEJYUF01_clean.cif, no open metal sites detected
VEJYUF02_clean.cif, no open metal sites detected
VEJZEQ_clean.cif, no open metal sites detected
VELVEO_clean.cif, no open metal sites detected
VELVIS_clean.cif, no open metal sites detected
VEMDAT_clean.cif, 4, Zn1 Zn4 Zn7 Zn10
VEMMAC_clean.cif, 3, Zn1 Zn2 Zn3
VEMMEG_clean.cif, 2, Mn1 Mn2
VEMMIK_clean.cif, 6, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6
VEMMOQ_clean.cif, 4, Cu1 Cu2 Cu3 Cu4
VEMSUC01_clean.cif, no open metal sites detected
VEMSUC_clean.cif, no open metal sites detected
VEPDEB_charged.cif, 8, Au1 Au2 Au3 Au4 Au5 Au6 Au7 Au8
VEQBID_clean.cif, no open metal sites detected
VEQBOJ_charged.cif, no open metal sites detected
VEQBUP_charged.cif, no open metal sites detected
VEQCAW_charged.cif, no open metal sites detected
VEQCEA_charged.cif, no open metal sites detected
VERPOZ_clean.cif, 36, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn9 Mn10 Mn11 Mn12 Mn13 Mn14 Mn17 Mn18 Mn19 Mn20 Mn21 Mn22 Mn25 Mn26 Mn27 Mn28 Mn29 Mn30 Mn33 Mn34 Mn35 Mn36 Mn37 Mn38 Mn41 Mn42 Mn43 Mn44 Mn45 Mn46
VERZEZ_clean.cif, no open metal sites detected
VERZID_clean.cif, no open metal sites detected
VERZOJ_clean.cif, no open metal sites detected
VERZUP_clean.cif, no open metal sites detected
VESBAY_clean.cif, no open metal sites detected
VETMIS_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
VETSOE_charged.cif, 24, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8 Mn9 Mn10 Mn11 Mn12 Mn13 Mn14 Mn15 Mn16 Mn17 Mn18 Mn19 Mn20 Mn21 Mn22 Mn23 Mn24
VETTAR_charged.cif, 24, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12 Ni13 Ni14 Ni15 Ni16 Ni17 Ni18 Ni19 Ni20 Ni21 Ni22 Ni23 Ni24
VETTIZ_charged.cif, 24, Fe1 Fe2 Fe3 Fe4 Fe5 Fe6 Fe7 Fe8 Fe9 Fe10 Fe11 Fe12 Fe13 Fe14 Fe15 Fe16 Fe17 Fe18 Fe19 Fe20 Fe21 Fe22 Fe23 Fe24
VETTOE_clean.cif, 2, Pr1 Pr2
VETTUK_clean.cif, no open metal sites detected
VETVAS_manual.cif, no open metal sites detected
VEWKUF_clean.cif, no open metal sites detected
VEWLAM_clean.cif, 5, Co1 Co2 Co3 Co4 Co5
VEWXAY_clean.cif, 8, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8
VEXTUO_manual.cif, no open metal sites detected
VEXVAW_clean.cif, no open metal sites detected
VEXYON_charged.cif, no open metal sites detected
VEYVEC_clean.cif, 8, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8
VEZMIY_clean.cif, 18, K1 K2 K3 K4 K5 K6 K7 K8 K9 K10 K11 K12 K13 K14 K15 K16 K17 K18
VEZMOE_clean.cif, 18, K1 K2 K3 K4 K5 K6 K7 K8 K9 K10 K11 K12 K13 K14 K15 K16 K17 K18
VEZQAT_clean.cif, no open metal sites detected
VEZQEX_clean.cif, no open metal sites detected
VEZWEE_clean.cif, 8, Mn3 Mn4 Mn7 Mn8 Mn11 Mn12 Mn15 Mn16
VICDOC_clean.cif, no open metal sites detected
VICLAW_clean.cif, 14, Cd1 Cd3 Cd4 Cd5 Cd7 Cd8 Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8
VICSIL_clean.cif, no open metal sites detected
VICYOX_clean.cif, no open metal sites detected
VICYUD_clean.cif, 4, Zn1 Zn3 Zn5 Zn7
VIDXOX_clean.cif, 4, Er1 Er2 Er3 Er4
VIFBOD_clean.cif, 4, Tm1 Tm2 Tm3 Tm4
VIFBUJ_clean.cif, 8, Tm1 Tm2 Tm3 Tm4 Tm5 Tm6 Tm7 Tm8
VIGNOQ_clean.cif, 16, Na1 Na2 Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14
VIGRIO_clean.cif, 4, Zn1 Zn2 Zn3 Zn4
VILXOE_clean.cif, 4, Mn1 Mn2 Mn3 Mn4
VIMRAM_clean.cif, 16, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16
VINHEH_charged.cif, no open metal sites detected
VINHOR_clean.cif, 16, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8 Mn9 Mn10 Mn11 Mn12 Mn13 Mn14 Mn15 Mn16
VIPXUO_clean.cif, 4, Co1 Co2 Co3 Co4
VIPYOK_clean.cif, 4, Mn1 Mn3 Mn5 Mn7
VIPZAX_clean.cif, 8, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8
VIQFIL_clean.cif, 6, Np1 Np2 Np3 Np4 Np5 Np6
VIQQUJ_clean.cif, 8, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8
VIRKIQ_clean.cif, 4, Mn1 Mn2 Mn3 Mn4
VIRPOC_clean.cif, 24, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12 Ni13 Ni14 Ni15 Ni16 Ni17 Ni18 Ni19 Ni20 Ni21 Ni22 Ni23 Ni24
VIRQAO_clean.cif, 4, Mn1 Mn2 Mn3 Mn4
VIRQES_clean.cif, 4, Mn1 Mn2 Mn3 Mn4
VIRVEY_clean.cif, 8, Zn1 Zn3 Zn5 Zn7 Pt1 Pt2 Pt3 Pt4
VIRXIF_clean.cif, 6, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6
VISTOG_clean.cif, 12, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12
VITKUG_charged.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VITYOO_clean.cif, 8, Nd1 Nd2 Nd3 Nd4 Nd5 Nd6 Nd7 Nd8
VITYUU_clean.cif, 2, Eu1 Eu2
VITZAB_clean.cif, 2, Tb1 Tb2
VITZEF_clean.cif, 2, Sm1 Sm2
VITZIJ_clean.cif, 2, Dy1 Dy2
VIVLAP_clean.cif, 2, Tb1 Tb2
VIVXOP_clean.cif, 4, Zn2 Zn4 Zn7 Zn8
VIWHUG_clean.cif, 4, Zn1 Zn3 Zn5 Zn6
VIWKIX_clean.cif, 16, La1 La2 La3 La4 La5 La6 La7 La8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWKOD_clean.cif, 16, Ce1 Ce2 Ce3 Ce4 Ce5 Ce6 Ce7 Ce8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWLAQ_clean.cif, 16, Nd1 Nd2 Nd3 Nd4 Nd5 Nd6 Nd7 Nd8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWLEU_clean.cif, 16, Sm1 Sm2 Sm3 Sm4 Sm5 Sm6 Sm7 Sm8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWLIY_clean.cif, 16, La1 La2 La3 La4 La5 La6 La7 La8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWLOE_clean.cif, 16, Ce1 Ce2 Ce3 Ce4 Ce5 Ce6 Ce7 Ce8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWMAR_clean.cif, 16, Nd1 Nd2 Nd3 Nd4 Nd5 Nd6 Nd7 Nd8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWMEV_clean.cif, 16, Sm1 Sm2 Sm3 Sm4 Sm5 Sm6 Sm7 Sm8 Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
VIWMIZ_clean.cif, 16, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12 Cd13 Cd14 Cd15 Cd16
VIWMOF_clean.cif, 16, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8 Cd9 Cd10 Cd11 Cd12 Cd13 Cd14 Cd15 Cd16
VIWZOR_clean.cif, 4, Zn2 Zn4 Zn6 Zn8
VIXCUB_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
VIXGAM01_clean.cif, 4, Zr1 Zr2 Zr3 Zr4
VIXGAM_clean.cif, 4, Zr1 Zr2 Zr3 Zr4
VIXGEQ_clean.cif, 4, Zr1 Zr2 Zr3 Zr4
VIXPUP01_clean.cif, 24, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24
VIXTUT_clean.cif, 4, Zn1 Zn2 Zn3 Zn4
VIXVUV_clean.cif, 4, Zn1 Zn2 Zn3 Zn4
VIXWEF_clean.cif, 120, Ni1 Ni2 Ni3 Ni4 Ni5 Ni6 Ni7 Ni8 Ni9 Ni10 Ni11 Ni12 Ni13 Ni14 Ni15 Ni16 Ni17 Ni18 Ni19 Ni20 Ni21 Ni22 Ni23 Ni24 Ni25 Ni26 Ni27 Ni28 Ni29 Ni30 Ni31 Ni32 Ni33 Ni34 Ni35 Ni36 Ni37 Ni38 Ni39 Ni40 Ni41 Ni42 Ni43 Ni44 Ni45 Ni46 Ni47 Ni48 Ni49 Ni50 Ni51 Ni52 Ni53 Ni54 Ni55 Ni56 Ni57 Ni58 Ni59 Ni60 Ni61 Ni62 Ni63 Ni64 Ni65 Ni66 Ni67 Ni68 Ni69 Ni70 Ni71 Ni72 Ni73 Ni74 Ni75 Ni76 Ni77 Ni78 Ni79 Ni80 Ni81 Ni82 Ni83 Ni84 Ni85 Ni86 Ni87 Ni88 Ni89 Ni90 Ni91 Ni92 Ni93 Ni94 Ni95 Ni96 Ni97 Ni98 Ni99 Ni100 Ni101 Ni102 Ni103 Ni104 Ni105 Ni106 Ni107 Ni108 Ni109 Ni110 Ni111 Ni112 Ni113 Ni114 Ni115 Ni116 Ni117 Ni118 Ni119 Ni120
VIXZUZ_clean.cif, 3, Zn1 Zn2 Zn3
VIYMAT_clean.cif, no open metal sites detected
VIYSON_clean.cif, 12, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12
VIYSUT_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
VIYTAA_clean.cif, 12, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12
VIYVIK_clean.cif, 12, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12
VIYZIO01_clean.cif, 2, Zn1 Zn3
VIYZIO_clean.cif, 2, Zn2 Zn3
VIZQEC_clean.cif, 8, Co2 Co3 Co5 Co6 Co8 Co9 Co11 Co12
VIZSOO_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
VIZSUU_clean.cif, 36, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24 Zn25 Zn26 Zn27 Zn28 Zn29 Zn30 Zn31 Zn32 Zn33 Zn34 Zn35 Zn36
VIZTIJ_clean.cif, 24, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24
VOBGAW_clean.cif, 32, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24 Zn31 Zn32 Zn33 Zn34 Zn35 Zn36 Zn37 Zn38
VOBGEA_clean.cif, 32, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24 Zn31 Zn32 Zn33 Zn34 Zn35 Zn36 Zn37 Zn38
VOBKAA_clean.cif, 4, Cd1 Cd2 Cd3 Cd4
VOBQEK_clean.cif, 2, Mn1 Mn2
VOBRUB_clean.cif, no open metal sites detected
VOCCOH_clean.cif, 4, Ni1 Ni3 Ni5 Ni7
VOCKUT_clean.cif, no open metal sites detected
VOCNOQ_clean.cif, no open metal sites detected
VOCPEK_clean.cif, 32, Zn1 Zn2 Zn4 Zn6 Zn7 Zn8 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn19 Zn20 Zn21 Zn22 Zn24 Zn25 Zn27 Zn28 Zn29 Zn30 Zn31 Zn32 Zn33 Zn34 Zn35 Zn36 Zn37 Zn38
VOCQAF_clean.cif, no open metal sites detected
VOCQEJ_clean.cif, no open metal sites detected
VODPOU_clean.cif, 8, Mn1 Mn4 Mn7 Mn10 Mn13 Mn16 Mn19 Mn22
VODQIP_clean.cif, 4, Nd1 Nd2 Nd3 Nd4
VODSEM_clean.cif, 8, La1 La2 La3 La4 La5 La6 La7 La8
VOFFED_clean.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu9 Cu10 Cu11 Cu12
VOGPEO_clean.cif, 24, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16 Cu17 Cu18 Cu19 Cu20 Cu21 Cu22 Cu23 Cu24
VOGTIV_clean_h.cif, 6, Mg1 Mg2 Mg3 Mg4 Mg5 Mg6
VOHQEO_clean.cif, no open metal sites detected
VOHQIS_clean.cif, 4, Ga2 Ga6 Ga10 Ga14
VOJGOS_clean.cif, no open metal sites detected
VOKJIQ_clean.cif, no open metal sites detected
VOLPET_clean.cif, 6, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6
VOLQOD_clean.cif, no open metal sites detected
VONBIK_clean.cif, no open metal sites detected
VONCIM_clean.cif, 12, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12
VONCOS_clean.cif, 4, Zn9 Zn10 Zn11 Zn12
VONDEJ_clean.cif, no open metal sites detected
VOPCEK_clean.cif, 8, Ce1 Ce2 Ce3 Ce4 Ce5 Ce6 Ce7 Ce8
VOPCIO_clean.cif, 12, Ce1 Ce2 Ce5 Ce6 Ce7 Ce9 Ce10 Ce12 Ce13 Ce14 Ce15 Ce16
VOPHUF_clean.cif, 4, Co1 Co2 Co3 Co4
VOQWUV_clean.cif, 2, Cd1 Cd4
VORBUA_clean.cif, 4, La1 La2 La3 La4
VOSTUU_clean.cif, 4, Co1 Co2 Co3 Co4
VOTKEW_clean.cif, 4, Cd1 Cd2 Cd3 Cd4
VOTMAS_clean.cif, 8, Sr1 Sr2 Sr3 Sr4 Ca1 Ca2 Ca3 Ca4
VOVKUO_clean.cif, no open metal sites detected
VOVLAV_clean.cif, 4, U9 U10 U11 U12
VOXKIE_clean.cif, 8, Tb1 Tb2 Tb3 Tb4 Tb5 Tb6 Tb7 Tb8
VOXQOQ_clean.cif, 8, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8
VOXVEL_clean.cif, no open metal sites detected
VOXYUE_clean.cif, 8, Cd1 Cd2 Cd3 Cd4 Cd5 Cd6 Cd7 Cd8
VOYGOH_clean.cif, 116, Mo1 Mo2 Mo3 Mo4 Mo5 Mo6 Mo7 Mo8 Mo9 Mo10 Mo11 Mo12 Zn1 Zn4 Mo13 Mo14 Mo15 Mo16 Mo17 Mo18 Mo19 Mo20 Mo21 Mo22 Mo23 Mo24 Zn5 Zn6 Zn8 Mo25 Mo26 Mo27 Mo28 Mo29 Mo30 Mo31 Mo32 Mo33 Mo34 Mo35 Mo36 Zn9 Zn12 Mo37 Mo38 Mo39 Mo40 Mo41 Mo42 Mo43 Mo44 Mo45 Mo46 Mo47 Mo48 Zn13 Zn14 Zn16 Mo49 Mo50 Mo51 Mo52 Mo53 Mo54 Mo55 Mo56 Mo57 Mo58 Mo59 Mo60 Zn17 Zn20 Mo61 Mo62 Mo63 Mo64 Mo65 Mo66 Mo67 Mo68 Mo69 Mo70 Mo71 Mo72 Zn21 Zn22 Zn24 Mo73 Mo74 Mo75 Mo76 Mo77 Mo78 Mo79 Mo80 Mo81 Mo82 Mo83 Mo84 Zn25 Zn28 Mo85 Mo86 Mo87 Mo88 Mo89 Mo90 Mo91 Mo92 Mo93 Mo94 Mo95 Mo96 Zn29 Zn30 Zn32
VOYLUS_clean.cif, 4, Ag1 Ag2 Ag3 Ag4
VOYWUB_clean_h.cif, 4, Er1 Er2 Er3 Er4
VOZVAJ01_clean.cif, 24, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24
VOZVIR01_clean.cif, 24, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24
VUCCON_clean.cif, no open metal sites detected
VUCCUT_clean.cif, no open metal sites detected
VUCDAA_clean.cif, no open metal sites detected
VUCDEE_clean.cif, no open metal sites detected
VUCTOE_clean.cif, 6, Mn1 Mn2 Mn5 Mn6 Mn7 Mn10
VUCTUK_clean.cif, 2, Mn2 Mn4
VUDQOB_clean.cif, 2, Yb3 Yb6
VUDXID_clean.cif, 10, Dy1 Dy2 Cu1 Cu2 Cu3 Dy3 Dy4 Cu4 Cu5 Cu6
VUFBEE_clean.cif, 6, Mn1 V1 V2 Mn2 V5 V6
VUGWUR_clean.cif, no open metal sites detected
VUGXAY_clean.cif, no open metal sites detected
VUGXEC_clean.cif, no open metal sites detected
VUGXIG_clean.cif, no open metal sites detected
VUGXOM_clean.cif, no open metal sites detected
VUGXUS_clean.cif, no open metal sites detected
VUGYAZ_clean.cif, no open metal sites detected
VUGYED_clean.cif, no open metal sites detected
VUGYIH_clean.cif, no open metal sites detected
VUHGAH_clean.cif, 4, Co1 Co2 Co3 Co4
VUHJAK_clean.cif, 12, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12
VUHNET_clean.cif, 24, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24
VUJBEI_clean.cif, 24, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6 Zn7 Zn8 Zn9 Zn10 Zn11 Zn12 Zn13 Zn14 Zn15 Zn16 Zn17 Zn18 Zn19 Zn20 Zn21 Zn22 Zn23 Zn24
VUKHOZ_clean.cif, 16, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16
VUKJOC_clean.cif, 4, Tb1 Tb5 Tb9 Tb13
VUKJUI_clean.cif, 8, Dy3 Dy4 Dy7 Dy8 Dy11 Dy12 Dy15 Dy16
VUKROK_clean.cif, no open metal sites detected
VUKRUQ_clean.cif, no open metal sites detected
VUKSAX_clean.cif, no open metal sites detected
VUKSOL_clean.cif, 6, Zn1 Zn2 Zn3 Zn4 Zn5 Zn6
VUKTAY_clean.cif, 4, Sm2 Sm3 Sm6 Sm7
VUKTEC_clean.cif, 4, Eu1 Eu2 Eu5 Eu6
VUKTIG_clean.cif, 4, Gd1 Gd3 Gd5 Gd7
VUKTOM_clean.cif, 4, Tb1 Tb3 Tb5 Tb7
VUKTUS_clean.cif, 4, Dy2 Dy4 Dy6 Dy8
VULFIT_clean.cif, 8, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8
VULFOZ_clean.cif, 8, Co1 Co2 Co3 Co4 Co5 Co6 Co7 Co8
VULKIX_clean.cif, 4, Mn1 Mn2 Mn3 Mn4
VULKOD_clean.cif, 8, Mn1 Mn2 Mn3 Mn4 Mn5 Mn6 Mn7 Mn8
VUMBIQ_clean.cif, 16, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8 Cu9 Cu10 Cu11 Cu12 Cu13 Cu14 Cu15 Cu16
VUMCEM_clean.cif, no open metal sites detected
VUMYUZ_clean.cif, 48, Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 Ag7 Ag8 Ag9 Ag10 Ag11 Ag12 Ag13 Ag14 Ag15 Ag16 Ag17 Ag18 Ag19 Ag20 Ag21 Ag22 Ag23 Ag24 Ag25 Ag26 Ag27 Ag28 Ag29 Ag30 Ag31 Ag32 Ag33 Ag34 Ag35 Ag36 Ag37 Ag38 Ag39 Ag40 Ag41 Ag42 Ag43 Ag44 Ag45 Ag46 Ag47 Ag48
VUNCAJ_clean.cif, 4, Zn1 Zn2 Zn3 Zn4
VUNCEM01_clean.cif, 4, Ga1 Ga3 Ga5 Ga7
VUNCEM_clean.cif, 4, Ga1 Ga3 Ga5 Ga7
VUNHAN_clean.cif, 12, Na2 Na3 Na4 Na6 Na7 Na8 Na10 Na11 Na12 Na14 Na15 Na16
VUNHAO_clean.cif, 8, Fe2 Fe3 Fe5 Fe6 Fe8 Fe9 Fe11 Fe12
VUNNEZ_clean.cif, 8, Cu1 Cu2 Cu3 Cu4 Cu5 Cu6 Cu7 Cu8
